,Position,Salary Estimate,Rating,Organization,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
243,Principal Data Scientist,₹160K - ₹600K (Glassdoor Est.),-1,"Ericsson-Worldwide
4.0",Bangalore,-1,10000+ Employees,1876,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1
244,Principal Data Scientist,₹160K - ₹600K (Glassdoor Est.),-1,"Ericsson-Worldwide
4.0",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
245,Data Scientist 2,₹160K - ₹600K (Glassdoor Est.),-1,"Paypal
4.0",Bangalore,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
246,Data Scientist,₹160K - ₹600K (Glassdoor Est.),-1,Shri TirupatiI Balaji Education Foundation,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
247,Sr Data Scientist,₹160K - ₹600K (Glassdoor Est.),-1,"Target
4.2",Bangalore,-1,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD),-1
248,Principal Data Scientist Engineer,₹160K - ₹600K (Glassdoor Est.),-1,"Oracle
3.8",Hyderābād,-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
249,Data Analyst,₹160K - ₹600K (Glassdoor Est.),-1,"Swiss Re
3.9",Bangalore,-1,10000+ Employees,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),-1
250,Data Analyst,₹160K - ₹600K (Glassdoor Est.),-1,"Swiss Re
3.9",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
251,Data Scientist,₹498K - ₹900K (Glassdoor Est.),-1,"Business Brio
3.2",Calcutta,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
252,Data Scientist Developer,₹498K - ₹900K (Glassdoor Est.),-1,Safaltek Software Pvt. Ltd.,SAS Nagar,-1,-1,-1,-1,-1,-1,-1,-1
253,Data Scientist,₹498K - ₹900K (Glassdoor Est.),-1,Encora Innovation Labs India Private Limited,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
254,Data & Applied Scientist 2,₹498K - ₹900K (Glassdoor Est.),-1,"Microsoft
4.4",Bangalore,-1,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
255,Data Science - Consultant,₹498K - ₹900K (Glassdoor Est.),-1,"TheMathCompany
3.9",Bangalore,-1,201 to 500 Employees,2016,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
256,Senior Data Scientist,₹498K - ₹900K (Glassdoor Est.),-1,"Morningstar
4.1",Mumbai,-1,5001 to 10000 Employees,1984,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1
257,Machine Learning Lead / Data Scientist,₹498K - ₹900K (Glassdoor Est.),-1,"Morgan Stanley
4.0",Bangalore,-1,10000+ Employees,1935,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1
258,Senior Data Scientist,₹498K - ₹900K (Glassdoor Est.),-1,"EagleView
3.4",Bangalore,-1,501 to 1000 Employees,2001,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
259,Customer Operations Data Analyst,₹498K - ₹900K (Glassdoor Est.),-1,"Anaplan
3.8",Bangalore,-1,1001 to 5000 Employees,2006,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
